"id","name","note","format_id/id","initial_state","next_enable","parent_id/id","place","question","survey_id/id","type","variable_name","page"
"survey_methodology_extra.EE12_A_5_2_2",2,,,"closed",,"survey_methodology_extra.EE12_A_5_2",,"No","survey_methodology_extra.survey_EE12","Null",,"2"
"survey_methodology_extra.EE12_A_6","6",,,"closed",,"survey_methodology_extra.EE12_A",,"Considerando la cantidad total de ocupados de la empresa, ¿dónde está localizado el principal local industrial o taller de reparación de maquinarias de la empresa?","survey_methodology_extra.survey_EE12","View",,"2"
"survey_methodology_extra.EE12_A_6_LOC","LOC",,"survey_methodology_extra.format_Char","disabled","True:EE12_A_6_DP:","survey_methodology_extra.EE12_A_6",,"Localidad","survey_methodology_extra.survey_EE12","Variable","A_6_LOC","2"
"survey_methodology_extra.EE12_A_6_DP","DP",,"survey_methodology_extra.format_Char","disabled","True:EE12_A_6_PROV:","survey_methodology_extra.EE12_A_6",,"Departamento / Partido","survey_methodology_extra.survey_EE12","Variable","A_6_DP","2"
"survey_methodology_extra.EE12_A_6_PROV","PROV",,"survey_methodology_extra.format_Char","disabled","True:EE12_A_6_INT:","survey_methodology_extra.EE12_A_6",,"Provincia","survey_methodology_extra.survey_EE12","Variable","A_6_PROV","2"
"survey_methodology_extra.EE12_A_6_INT","INT",,"survey_methodology_extra.format_Char","disabled","True:EE12_A_7_1:","survey_methodology_extra.EE12_A_6",,"Para uso interno","survey_methodology_extra.survey_EE12","Variable","A_6_INT","2"
"survey_methodology_extra.EE12_A_7","7",,,"closed",,"survey_methodology_extra.EE12_A",,"Indique si la empresa cuenta o no con alguna de las siguientes Tecnologías de la Información y de las Comunicaciones (TIC’s)","survey_methodology_extra.survey_EE12","View",,"3"
"survey_methodology_extra.EE12_A_7_1","1",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_A_7_2:","survey_methodology_extra.EE12_A_7",,"Servicios fijos de voz (Central Telefónica)","survey_methodology_extra.survey_EE12","Variable","A_7_1","3"
"survey_methodology_extra.EE12_A_7_1_1","1",,,"closed",,"survey_methodology_extra.EE12_A_7_1",,"Si","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_A_7_1_2","2",,,"closed",,"survey_methodology_extra.EE12_A_7_1",,"No","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_A_7_2","2",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_A_7_3:","survey_methodology_extra.EE12_A_7",,"Servicio de Internet","survey_methodology_extra.survey_EE12","Variable","A_7_2","3"
"survey_methodology_extra.EE12_A_7_2_1","1",,,"closed",,"survey_methodology_extra.EE12_A_7_2",,"Si","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_A_7_2_2","2",,,"closed",,"survey_methodology_extra.EE12_A_7_2",,"No","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_A_7_3","3",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_A_7_4:","survey_methodology_extra.EE12_A_7",,"Red / Redes (ej.: LAN, Intranet, etc.)","survey_methodology_extra.survey_EE12","Variable","A_7_3","3"
"survey_methodology_extra.EE12_A_7_3_1","1",,,"closed",,"survey_methodology_extra.EE12_A_7_3",,"Si","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_A_7_3_2","2",,,"closed",,"survey_methodology_extra.EE12_A_7_3",,"No","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_A_7_4","4",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_A_7_5:","survey_methodology_extra.EE12_A_7",,"Servidor propio (para correo electrónico, web)","survey_methodology_extra.survey_EE12","Variable","A_7_4","3"
"survey_methodology_extra.EE12_A_7_4_1","1",,,"closed",,"survey_methodology_extra.EE12_A_7_4",,"Si","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_A_7_4_2","2",,,"closed",,"survey_methodology_extra.EE12_A_7_4",,"No","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_A_7_5","5",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_A_7_6:","survey_methodology_extra.EE12_A_7",,"Servidor contratado a un tercero","survey_methodology_extra.survey_EE12","Variable","A_7_5","3"
"survey_methodology_extra.EE12_A_7_5_1","1",,,"closed",,"survey_methodology_extra.EE12_A_7_5",,"Si","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_A_7_5_2","2",,,"closed",,"survey_methodology_extra.EE12_A_7_5",,"No","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_A_7_6","6",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_A_7_7:","survey_methodology_extra.EE12_A_7",,"Software específico para la gestión (ej. Tango gestión)","survey_methodology_extra.survey_EE12","Variable","A_7_6","3"
"survey_methodology_extra.EE12_A_7_6_1","1",,,"closed",,"survey_methodology_extra.EE12_A_7_6",,"Si","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_A_7_6_2","2",,,"closed",,"survey_methodology_extra.EE12_A_7_6",,"No","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_A_7_7","7",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_A_7_8:","survey_methodology_extra.EE12_A_7",,"Servicio Corporativo de celular / flota (líneas a nombre de la empresa)","survey_methodology_extra.survey_EE12","Variable","A_7_7","3"
"survey_methodology_extra.EE12_A_7_7_1","1",,,"closed",,"survey_methodology_extra.EE12_A_7_7",,"Si","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_A_7_7_2","2",,,"closed",,"survey_methodology_extra.EE12_A_7_7",,"No","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_A_7_8","8",,"survey_methodology_extra.format_SelectOne","disabled","sinput==""1"":EE12_A_7_8_CUANTOS: sinput==""2"":EE12_A_8:","survey_methodology_extra.EE12_A_7",,"Puestos de trabajo con computadora (PC, notebook)","survey_methodology_extra.survey_EE12","Variable","A_7_8","3"
"survey_methodology_extra.EE12_A_7_8_1","1",,,"closed",,"survey_methodology_extra.EE12_A_7_8",,"Si","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_A_7_8_2","2",,,"closed",,"survey_methodology_extra.EE12_A_7_8",,"No","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_A_7_8_CUANTOS","CUANTOS",,"survey_methodology_extra.format_Integer","disabled","True:EE12_A_8:","survey_methodology_extra.EE12_A_7_8",,"Cuantos","survey_methodology_extra.survey_EE12","Variable","A_7_8_CUANTOS","3"
"survey_methodology_extra.EE12_A_8","8",,"__export__.survey_methodology_question_10_10","disabled","sinput==""1"":EE12_A_8_CUAL: sinput==""2"":EE12_B_9_1:EE12_A_8_CUAL","survey_methodology_extra.EE12_A",,"¿La empresa desarrolla acciones o iniciativas de Responsabilidad Social Empresaria (RSE)*?","survey_methodology_extra.survey_EE12","Variable","A_8","3"
"survey_methodology_extra.EE12_A_CUAL","CUAL",,"survey_methodology_extra.format_Char","disabled","True:EE12_B_9_1","survey_methodology_extra.EE12_A_8",,"¿Cuál?","survey_methodology_extra.survey_EE12","Variable",,"3"
"survey_methodology_extra.EE12_B","B",,,"closed",,"survey_methodology_extra.EE12",,"Problemas y expectativas","survey_methodology_extra.survey_EE12","View",,"3"
"survey_methodology_extra.EE12_B_9","9",,,"closed",,"survey_methodology_extra.EE12_B",,"Por favor, indique para cada uno de los siguientes problemas su grado de relevancia para la empresa, considerando “1” como Nada relevante y “10” como Muy relevante","survey_methodology_extra.survey_EE12","View",,"3"
"survey_methodology_extra.EE12_B_9_1","1",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_B_9_2","survey_methodology_extra.EE12_B_9",,"Insuficiente capacidad instalada","survey_methodology_extra.survey_EE12","Variable",,"3"
"survey_methodology_extra.EE12_B_9_1_1",1,,,"closed",,"survey_methodology_extra.EE12_B_9_1",,"Nada relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_1_2",2,,,"closed",,"survey_methodology_extra.EE12_B_9_1",,2,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_1_3",3,,,"closed",,"survey_methodology_extra.EE12_B_9_1",,3,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_1_4",4,,,"closed",,"survey_methodology_extra.EE12_B_9_1",,4,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_1_5",5,,,"closed",,"survey_methodology_extra.EE12_B_9_1",,5,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_1_6",6,,,"closed",,"survey_methodology_extra.EE12_B_9_1",,6,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_1_7",7,,,"closed",,"survey_methodology_extra.EE12_B_9_1",,7,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_1_8",8,,,"closed",,"survey_methodology_extra.EE12_B_9_1",,8,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_1_9",9,,,"closed",,"survey_methodology_extra.EE12_B_9_1",,9,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_1_10",10,,,"closed",,"survey_methodology_extra.EE12_B_9_1",,"Muy relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_2","2",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_B_9_3","survey_methodology_extra.EE12_B_9",,"Caída de las ventas","survey_methodology_extra.survey_EE12","Variable",,"3"
"survey_methodology_extra.EE12_B_9_2_1",1,,,"closed",,"survey_methodology_extra.EE12_B_9_2",,"Nada relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_2_2",2,,,"closed",,"survey_methodology_extra.EE12_B_9_2",,2,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_2_3",3,,,"closed",,"survey_methodology_extra.EE12_B_9_2",,3,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_2_4",4,,,"closed",,"survey_methodology_extra.EE12_B_9_2",,4,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_2_5",5,,,"closed",,"survey_methodology_extra.EE12_B_9_2",,5,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_2_6",6,,,"closed",,"survey_methodology_extra.EE12_B_9_2",,6,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_2_7",7,,,"closed",,"survey_methodology_extra.EE12_B_9_2",,7,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_2_8",8,,,"closed",,"survey_methodology_extra.EE12_B_9_2",,8,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_2_9",9,,,"closed",,"survey_methodology_extra.EE12_B_9_2",,9,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_2_10",10,,,"closed",,"survey_methodology_extra.EE12_B_9_2",,"Muy relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_3","3",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_B_9_4","survey_methodology_extra.EE12_B_9",,"Dificultades en la obtención de financiamiento","survey_methodology_extra.survey_EE12","Variable",,"3"
"survey_methodology_extra.EE12_B_9_3_1",1,,,"closed",,"survey_methodology_extra.EE12_B_9_3",,"Nada relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_3_2",2,,,"closed",,"survey_methodology_extra.EE12_B_9_3",,2,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_3_3",3,,,"closed",,"survey_methodology_extra.EE12_B_9_3",,3,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_3_4",4,,,"closed",,"survey_methodology_extra.EE12_B_9_3",,4,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_3_5",5,,,"closed",,"survey_methodology_extra.EE12_B_9_3",,5,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_3_6",6,,,"closed",,"survey_methodology_extra.EE12_B_9_3",,6,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_3_7",7,,,"closed",,"survey_methodology_extra.EE12_B_9_3",,7,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_3_8",8,,,"closed",,"survey_methodology_extra.EE12_B_9_3",,8,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_3_9",9,,,"closed",,"survey_methodology_extra.EE12_B_9_3",,9,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_3_10",10,,,"closed",,"survey_methodology_extra.EE12_B_9_3",,"Muy relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_4","4",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_B_9_5","survey_methodology_extra.EE12_B_9",,"Alta participación de los impuestos en el costo final del producto","survey_methodology_extra.survey_EE12","Variable",,"3"
"survey_methodology_extra.EE12_B_9_4_1",1,,,"closed",,"survey_methodology_extra.EE12_B_9_4",,"Nada relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_4_2",2,,,"closed",,"survey_methodology_extra.EE12_B_9_4",,2,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_4_3",3,,,"closed",,"survey_methodology_extra.EE12_B_9_4",,3,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_4_4",4,,,"closed",,"survey_methodology_extra.EE12_B_9_4",,4,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_4_5",5,,,"closed",,"survey_methodology_extra.EE12_B_9_4",,5,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_4_6",6,,,"closed",,"survey_methodology_extra.EE12_B_9_4",,6,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_4_7",7,,,"closed",,"survey_methodology_extra.EE12_B_9_4",,7,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_4_8",8,,,"closed",,"survey_methodology_extra.EE12_B_9_4",,8,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_4_9",9,,,"closed",,"survey_methodology_extra.EE12_B_9_4",,9,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_4_10",10,,,"closed",,"survey_methodology_extra.EE12_B_9_4",,"Muy relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_5","5",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_B_9_6","survey_methodology_extra.EE12_B_9",,"Disminución de la rentabilidad","survey_methodology_extra.survey_EE12","Variable",,"3"
"survey_methodology_extra.EE12_B_9_5_1",1,,,"closed",,"survey_methodology_extra.EE12_B_9_5",,"Nada relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_5_2",2,,,"closed",,"survey_methodology_extra.EE12_B_9_5",,2,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_5_3",3,,,"closed",,"survey_methodology_extra.EE12_B_9_5",,3,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_5_4",4,,,"closed",,"survey_methodology_extra.EE12_B_9_5",,4,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_5_5",5,,,"closed",,"survey_methodology_extra.EE12_B_9_5",,5,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_5_6",6,,,"closed",,"survey_methodology_extra.EE12_B_9_5",,6,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_5_7",7,,,"closed",,"survey_methodology_extra.EE12_B_9_5",,7,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_5_8",8,,,"closed",,"survey_methodology_extra.EE12_B_9_5",,8,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_5_9",9,,,"closed",,"survey_methodology_extra.EE12_B_9_5",,9,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_5_10",10,,,"closed",,"survey_methodology_extra.EE12_B_9_5",,"Muy relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_6","6",,"survey_methodology_extra.format_SelectOne","disabled","True:EE12_B_9_7","survey_methodology_extra.EE12_B_9",,"Retraso en los pagos de los clientes","survey_methodology_extra.survey_EE12","Variable",,"3"
"survey_methodology_extra.EE12_B_9_6_1",1,,,"closed",,"survey_methodology_extra.EE12_B_9_6",,"Nada relevante","survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_6_2",2,,,"closed",,"survey_methodology_extra.EE12_B_9_6",,2,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_6_3",3,,,"closed",,"survey_methodology_extra.EE12_B_9_6",,3,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_6_4",4,,,"closed",,"survey_methodology_extra.EE12_B_9_6",,4,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_6_5",5,,,"closed",,"survey_methodology_extra.EE12_B_9_6",,5,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_6_6",6,,,"closed",,"survey_methodology_extra.EE12_B_9_6",,6,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_6_7",7,,,"closed",,"survey_methodology_extra.EE12_B_9_6",,7,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_6_8",8,,,"closed",,"survey_methodology_extra.EE12_B_9_6",,8,"survey_methodology_extra.survey_EE12","Null",,"3"
"survey_methodology_extra.EE12_B_9_6_9",9,,,"closed",,"survey_methodology_extra.EE12_B_9_6",,9,"survey_methodology_extra.survey_EE12","Null",,"3"
