"id","name","note","format_id/id","initial_state","next_enable","parent_id/id","place","question","survey_id/id","type","variable_name","page"
"zondaggio.EE12_A_6_LOC","LOC",,"zondaggio.format_Char","disabled","True:EE12_A_6_DP:","zondaggio.EE12_A_6","1","Localidad","zondaggio.survey_EE12","Variable","A_6_LOC","2"
"zondaggio.EE12_A_6_DP","DP",,"zondaggio.format_Char","disabled","True:EE12_A_6_PROV:","zondaggio.EE12_A_6","2","Departamento / Partido","zondaggio.survey_EE12","Variable","A_6_DP","2"
"zondaggio.EE12_A_6_PROV","PROV",,"zondaggio.format_Char","disabled","True:EE12_A_6_INT:","zondaggio.EE12_A_6","3","Provincia","zondaggio.survey_EE12","Variable","A_6_PROV","2"
"zondaggio.EE12_A_6_INT","INT",,"zondaggio.format_Char","disabled","True:EE12_A_7_1:","zondaggio.EE12_A_6","4","Para uso interno","zondaggio.survey_EE12","Variable","A_6_INT","2"
"zondaggio.EE12_A_7","7",,,"closed",,"zondaggio.EE12_A","7","Indique si la empresa cuenta o no con alguna de las siguientes Tecnologías de la Información y de las Comunicaciones (TIC’s)","zondaggio.survey_EE12","View",,"3"
"zondaggio.EE12_A_7_1","1",,"zondaggio.format_SelectOne","disabled","True:EE12_A_7_2:","zondaggio.EE12_A_7","1","Servicios fijos de voz (Central Telefónica)","zondaggio.survey_EE12","Variable","A_7_1","3"
"zondaggio.EE12_A_7_1_1","1",,,"closed",,"zondaggio.EE12_A_7_1","1","Si","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_A_7_1_2","2",,,"closed",,"zondaggio.EE12_A_7_1","2","No","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_A_7_2","2",,"zondaggio.format_SelectOne","disabled","True:EE12_A_7_3:","zondaggio.EE12_A_7","2","Servicio de Internet","zondaggio.survey_EE12","Variable","A_7_2","3"
"zondaggio.EE12_A_7_2_1","1",,,"closed",,"zondaggio.EE12_A_7_2","1","Si","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_A_7_2_2","2",,,"closed",,"zondaggio.EE12_A_7_2","2","No","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_A_7_3","3",,"zondaggio.format_SelectOne","disabled","True:EE12_A_7_4:","zondaggio.EE12_A_7","3","Red / Redes (ej.: LAN, Intranet, etc.)","zondaggio.survey_EE12","Variable","A_7_3","3"
"zondaggio.EE12_A_7_3_1","1",,,"closed",,"zondaggio.EE12_A_7_3","1","Si","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_A_7_3_2","2",,,"closed",,"zondaggio.EE12_A_7_3","2","No","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_A_7_4","4",,"zondaggio.format_SelectOne","disabled","True:EE12_A_7_5:","zondaggio.EE12_A_7","4","Servidor propio (para correo electrónico, web)","zondaggio.survey_EE12","Variable","A_7_4","3"
"zondaggio.EE12_A_7_4_1","1",,,"closed",,"zondaggio.EE12_A_7_4","1","Si","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_A_7_4_2","2",,,"closed",,"zondaggio.EE12_A_7_4","2","No","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_A_7_5","5",,"zondaggio.format_SelectOne","disabled","True:EE12_A_7_6:","zondaggio.EE12_A_7","5","Servidor contratado a un tercero","zondaggio.survey_EE12","Variable","A_7_5","3"
"zondaggio.EE12_A_7_5_1","1",,,"closed",,"zondaggio.EE12_A_7_5","1","Si","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_A_7_5_2","2",,,"closed",,"zondaggio.EE12_A_7_5","2","No","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_A_7_6","6",,"zondaggio.format_SelectOne","disabled","True:EE12_A_7_7:","zondaggio.EE12_A_7","6","Software específico para la gestión (ej. Tango gestión)","zondaggio.survey_EE12","Variable","A_7_6","3"
"zondaggio.EE12_A_7_6_1","1",,,"closed",,"zondaggio.EE12_A_7_6","1","Si","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_A_7_6_2","2",,,"closed",,"zondaggio.EE12_A_7_6","2","No","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_A_7_7","7",,"zondaggio.format_SelectOne","disabled","True:EE12_A_7_8:","zondaggio.EE12_A_7","7","Servicio Corporativo de celular / flota (líneas a nombre de la empresa)","zondaggio.survey_EE12","Variable","A_7_7","3"
"zondaggio.EE12_A_7_7_1","1",,,"closed",,"zondaggio.EE12_A_7_7","1","Si","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_A_7_7_2","2",,,"closed",,"zondaggio.EE12_A_7_7","2","No","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_A_7_8","8",,"zondaggio.format_SelectOne","disabled","sinput==""1"":EE12_A_7_8_1_CUANTOS
sinput==""2"":EE12_A_8:EE12_A_7_8_1_CUANTOS","zondaggio.EE12_A_7","8","Puestos de trabajo con computadora (PC, notebook)","zondaggio.survey_EE12","Variable","A_7_8","3"
"zondaggio.EE12_A_7_8_1","1",,,"closed",,"zondaggio.EE12_A_7_8","1","Si","zondaggio.survey_EE12","View",,"3"
"zondaggio.EE12_A_7_8_1_CUANTOS","CUANTOS",,"zondaggio.format_Integer","disabled","True:EE12_A_8:","zondaggio.EE12_A_7_8_1","1","Cuantos","zondaggio.survey_EE12","Variable","A_7_8_CUANTOS","3"
"zondaggio.EE12_A_7_8_2","2",,,"closed",,"zondaggio.EE12_A_7_8","2","No","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_A_8","8",,"zondaggio.format_SelectOne","disabled","sinput==""1"":EE12_A_8_1_CUAL
sinput==""2"":EE12_B_9_1:EE12_A_8_1_CUAL","zondaggio.EE12_A","8","¿La empresa desarrolla acciones o iniciativas de Responsabilidad Social Empresaria (RSE)*?","zondaggio.survey_EE12","Variable","A_8","3"
"zondaggio.EE12_A_8_1","1",,,"closed",,"zondaggio.EE12_A_8","1","Si","zondaggio.survey_EE12","View",,"3"
"zondaggio.EE12_A_8_1_CUAL","CUAL",,"zondaggio.format_Char","disabled","True:EE12_B_9_1","zondaggio.EE12_A_8_1","1","¿Cuál?","zondaggio.survey_EE12","Variable","A_8_S1_CUAL","3"
"zondaggio.EE12_A_8_2","2",,,"closed",,"zondaggio.EE12_A_8","2","No","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B","B",,,"closed",,"zondaggio.EE12","5","Problemas y expectativas","zondaggio.survey_EE12","View",,"3"
"zondaggio.EE12_B_9","9",,,"closed",,"zondaggio.EE12_B","1","Por favor, indique para cada uno de los siguientes problemas su grado de relevancia para la empresa, considerando “1” como Nada relevante y “10” como Muy relevante","zondaggio.survey_EE12","View",,"3"
"zondaggio.EE12_B_9_1","1",,"zondaggio.format_SelectOne","disabled","True:EE12_B_9_2","zondaggio.EE12_B_9","1","Insuficiente capacidad instalada","zondaggio.survey_EE12","Variable",,"3"
"zondaggio.EE12_B_9_1_1","1",,,"closed",,"zondaggio.EE12_B_9_1","1","Nada relevante","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_1_2","2",,,"closed",,"zondaggio.EE12_B_9_1","2","2","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_1_3","3",,,"closed",,"zondaggio.EE12_B_9_1","3","3","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_1_4","4",,,"closed",,"zondaggio.EE12_B_9_1","4","4","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_1_5","5",,,"closed",,"zondaggio.EE12_B_9_1","5","5","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_1_6","6",,,"closed",,"zondaggio.EE12_B_9_1","6","6","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_1_7","7",,,"closed",,"zondaggio.EE12_B_9_1","7","7","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_1_8","8",,,"closed",,"zondaggio.EE12_B_9_1","8","8","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_1_9","9",,,"closed",,"zondaggio.EE12_B_9_1","9","9","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_1_10","10",,,"closed",,"zondaggio.EE12_B_9_1","10","Muy relevante","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_2","2",,"zondaggio.format_SelectOne","disabled","True:EE12_B_9_3","zondaggio.EE12_B_9","2","Caída de las ventas","zondaggio.survey_EE12","Variable",,"3"
"zondaggio.EE12_B_9_2_1","1",,,"closed",,"zondaggio.EE12_B_9_2","1","Nada relevante","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_2_2","2",,,"closed",,"zondaggio.EE12_B_9_2","2","2","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_2_3","3",,,"closed",,"zondaggio.EE12_B_9_2","3","3","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_2_4","4",,,"closed",,"zondaggio.EE12_B_9_2","4","4","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_2_5","5",,,"closed",,"zondaggio.EE12_B_9_2","5","5","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_2_6","6",,,"closed",,"zondaggio.EE12_B_9_2","6","6","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_2_7","7",,,"closed",,"zondaggio.EE12_B_9_2","7","7","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_2_8","8",,,"closed",,"zondaggio.EE12_B_9_2","8","8","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_2_9","9",,,"closed",,"zondaggio.EE12_B_9_2","9","9","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_2_10","10",,,"closed",,"zondaggio.EE12_B_9_2","10","Muy relevante","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_3","3",,"zondaggio.format_SelectOne","disabled","True:EE12_B_9_4","zondaggio.EE12_B_9","3","Dificultades en la obtención de financiamiento","zondaggio.survey_EE12","Variable",,"3"
"zondaggio.EE12_B_9_3_1","1",,,"closed",,"zondaggio.EE12_B_9_3","1","Nada relevante","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_3_2","2",,,"closed",,"zondaggio.EE12_B_9_3","2","2","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_3_3","3",,,"closed",,"zondaggio.EE12_B_9_3","3","3","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_3_4","4",,,"closed",,"zondaggio.EE12_B_9_3","4","4","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_3_5","5",,,"closed",,"zondaggio.EE12_B_9_3","5","5","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_3_6","6",,,"closed",,"zondaggio.EE12_B_9_3","6","6","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_3_7","7",,,"closed",,"zondaggio.EE12_B_9_3","7","7","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_3_8","8",,,"closed",,"zondaggio.EE12_B_9_3","8","8","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_3_9","9",,,"closed",,"zondaggio.EE12_B_9_3","9","9","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_3_10","10",,,"closed",,"zondaggio.EE12_B_9_3","10","Muy relevante","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_4","4",,"zondaggio.format_SelectOne","disabled","True:EE12_B_9_5","zondaggio.EE12_B_9","4","Alta participación de los impuestos en el costo final del producto","zondaggio.survey_EE12","Variable",,"3"
"zondaggio.EE12_B_9_4_1","1",,,"closed",,"zondaggio.EE12_B_9_4","1","Nada relevante","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_4_2","2",,,"closed",,"zondaggio.EE12_B_9_4","2","2","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_4_3","3",,,"closed",,"zondaggio.EE12_B_9_4","3","3","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_4_4","4",,,"closed",,"zondaggio.EE12_B_9_4","4","4","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_4_5","5",,,"closed",,"zondaggio.EE12_B_9_4","5","5","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_4_6","6",,,"closed",,"zondaggio.EE12_B_9_4","6","6","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_4_7","7",,,"closed",,"zondaggio.EE12_B_9_4","7","7","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_4_8","8",,,"closed",,"zondaggio.EE12_B_9_4","8","8","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_4_9","9",,,"closed",,"zondaggio.EE12_B_9_4","9","9","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_4_10","10",,,"closed",,"zondaggio.EE12_B_9_4","10","Muy relevante","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_5","5",,"zondaggio.format_SelectOne","disabled","True:EE12_B_9_6","zondaggio.EE12_B_9","5","Disminución de la rentabilidad","zondaggio.survey_EE12","Variable",,"3"
"zondaggio.EE12_B_9_5_1","1",,,"closed",,"zondaggio.EE12_B_9_5","1","Nada relevante","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_5_2","2",,,"closed",,"zondaggio.EE12_B_9_5","2","2","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_5_3","3",,,"closed",,"zondaggio.EE12_B_9_5","3","3","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_5_4","4",,,"closed",,"zondaggio.EE12_B_9_5","4","4","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_5_5","5",,,"closed",,"zondaggio.EE12_B_9_5","5","5","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_5_6","6",,,"closed",,"zondaggio.EE12_B_9_5","6","6","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_5_7","7",,,"closed",,"zondaggio.EE12_B_9_5","7","7","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_5_8","8",,,"closed",,"zondaggio.EE12_B_9_5","8","8","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_5_9","9",,,"closed",,"zondaggio.EE12_B_9_5","9","9","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_5_10","10",,,"closed",,"zondaggio.EE12_B_9_5","10","Muy relevante","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_6","6",,"zondaggio.format_SelectOne","disabled","True:EE12_B_9_7","zondaggio.EE12_B_9","6","Retraso en los pagos de los clientes","zondaggio.survey_EE12","Variable",,"3"
"zondaggio.EE12_B_9_6_1","1",,,"closed",,"zondaggio.EE12_B_9_6","1","Nada relevante","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_6_2","2",,,"closed",,"zondaggio.EE12_B_9_6","2","2","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_6_3","3",,,"closed",,"zondaggio.EE12_B_9_6","3","3","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_6_4","4",,,"closed",,"zondaggio.EE12_B_9_6","4","4","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_6_5","5",,,"closed",,"zondaggio.EE12_B_9_6","5","5","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_6_6","6",,,"closed",,"zondaggio.EE12_B_9_6","6","6","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_6_7","7",,,"closed",,"zondaggio.EE12_B_9_6","7","7","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_6_8","8",,,"closed",,"zondaggio.EE12_B_9_6","8","8","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_6_9","9",,,"closed",,"zondaggio.EE12_B_9_6","9","9","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_6_10","10",,,"closed",,"zondaggio.EE12_B_9_6","10","Muy relevante","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_7","7",,"zondaggio.format_SelectOne","disabled","True:EE12_B_9_8","zondaggio.EE12_B_9","7","Aumento de los costos directos de producción (mano de obra, materias primas, insumos, etc.)","zondaggio.survey_EE12","Variable",,"3"
"zondaggio.EE12_B_9_7_1","1",,,"closed",,"zondaggio.EE12_B_9_7","1","Nada relevante","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_7_2","2",,,"closed",,"zondaggio.EE12_B_9_7","2","2","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_7_3","3",,,"closed",,"zondaggio.EE12_B_9_7","3","3","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_7_4","4",,,"closed",,"zondaggio.EE12_B_9_7","4","4","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_7_5","5",,,"closed",,"zondaggio.EE12_B_9_7","5","5","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_7_6","6",,,"closed",,"zondaggio.EE12_B_9_7","6","6","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_7_7","7",,,"closed",,"zondaggio.EE12_B_9_7","7","7","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_7_8","8",,,"closed",,"zondaggio.EE12_B_9_7","8","8","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_7_9","9",,,"closed",,"zondaggio.EE12_B_9_7","9","9","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_7_10","10",,,"closed",,"zondaggio.EE12_B_9_7","10","Muy relevante","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_8","8",,"zondaggio.format_SelectOne","disabled","True:EE12_B_9_9","zondaggio.EE12_B_9","8","Fuerte competencia en el mercado interno","zondaggio.survey_EE12","Variable",,"3"
"zondaggio.EE12_B_9_8_1","1",,,"closed",,"zondaggio.EE12_B_9_8","1","Nada relevante","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_8_2","2",,,"closed",,"zondaggio.EE12_B_9_8","2","2","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_8_3","3",,,"closed",,"zondaggio.EE12_B_9_8","3","3","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_8_4","4",,,"closed",,"zondaggio.EE12_B_9_8","4","4","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_8_5","5",,,"closed",,"zondaggio.EE12_B_9_8","5","5","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_8_6","6",,,"closed",,"zondaggio.EE12_B_9_8","6","6","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_8_7","7",,,"closed",,"zondaggio.EE12_B_9_8","7","7","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_8_8","8",,,"closed",,"zondaggio.EE12_B_9_8","8","8","zondaggio.survey_EE12","Null",,"3"
"zondaggio.EE12_B_9_8_9","9",,,"closed",,"zondaggio.EE12_B_9_8","9","9","zondaggio.survey_EE12","Null",,"3"
